CIK,Account,Value,Alerts
78003,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,-109000000,invalid_negative ($-109.0M)
78003,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,-26000000,invalid_negative ($-26.0M)
78003,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,-8000000,invalid_negative ($-8.0M)
78003,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,-111000000,invalid_negative ($-111.0M)
78003,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,-14000000,invalid_negative ($-14.0M)
78003,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,-69000000,invalid_negative ($-69.0M)
78003,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,-9000000,invalid_negative ($-9.0M)
78003,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,-2328000000,invalid_negative ($-2328.0M)
78003,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,-207000000,invalid_negative ($-207.0M)
78003,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-365000000,invalid_negative ($-365.0M)
78003,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,-49000000,invalid_negative ($-49.0M)
78003,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,-22000000,invalid_negative ($-22.0M)
78003,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,-13000000,invalid_negative ($-13.0M)
78003,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,-2000000,invalid_negative ($-2.0M)
78003,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,-42000000,invalid_negative ($-42.0M)
78003,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,-5000000,invalid_negative ($-5.0M)
78003,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,-44000000,invalid_negative ($-44.0M)
78003,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,-62000000,invalid_negative ($-62.0M)
78003,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,-300000000,invalid_negative ($-300.0M)
78003,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,-115000000,invalid_negative ($-115.0M)
78003,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,-114000000,invalid_negative ($-114.0M)
78003,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,-4000000,invalid_negative ($-4.0M)
78003,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-152000000,invalid_negative ($-152.0M)
78003,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-19000000,invalid_negative ($-19.0M)
78003,OtherLiabilitiesCurrent,19720000000,high_value ($19.7B > $4.9B)
78003,OtherLiabilitiesNoncurrent,14150000000,high_value ($14.2B > $4.9B)
78003,OtherNonoperatingIncomeExpense,-4388000000,invalid_negative ($-4388.0M)
78003,OtherShortTermInvestments,19434000000,high_value ($19.4B > $4.9B)
78003,PaymentsForProceedsFromOtherInvestingActivities,-2000000,invalid_negative ($-2.0M)
78003,PaymentsForProceedsFromShortTermInvestments,-6925000000,invalid_negative ($-6925.0M)
78003,PaymentsOfOrdinaryDividends,9512000000,high_value ($9.5B > $4.9B)
78003,PaymentsToAcquireShortTermInvestments,10133000000,high_value ($10.1B > $4.9B)
78003,ProceedsFromPaymentsForOtherFinancingActivities,-469000000,invalid_negative ($-469.0M)
78003,ProceedsFromRepaymentsOfDebtMaturingInMoreThanThreeMonths,9613000000,high_value ($9.6B > $4.9B)
78003,ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,-2590000000,invalid_negative ($-2590.0M)
78003,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,5700000000,high_value ($5.7B > $4.9B)
78003,ProceedsFromShortTermDebt,8907000000,high_value ($8.9B > $4.9B)
78003,ProfitLoss,8062000000,high_value ($8.1B > $4.9B)
78003,PropertyPlantAndEquipmentGross,34876000000,high_value ($34.9B > $4.9B)
78003,PropertyPlantAndEquipmentNet,18393000000,high_value ($18.4B > $4.9B)
78003,RepaymentsOfShortTermDebt,11226000000,high_value ($11.2B > $4.9B)
78003,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,10822000000,high_value ($10.8B > $4.9B)
78003,RestrictedInvestmentsCurrent,11413000000,high_value ($11.4B > $4.9B)
78003,RestructuringAndRelatedCostCostIncurredToDate,14684000000,high_value ($14.7B > $4.9B)
78003,RestructuringReserveAccrualAdjustment,-327000000,invalid_negative ($-327.0M)
78003,RetainedEarningsAccumulatedDeficit,116725000000,high_value ($116.7B > $4.9B)
78003,RevenueFromContractWithCustomerExcludingAssessedTax,50914000000,high_value ($50.9B > $4.9B)
78003,SaleAndLeasebackTransactionGainLossNet,-29000000,invalid_negative ($-29.0M)
78003,SalesRevenueGoodsNet,12906000000,high_value ($12.9B > $4.9B)
78003,SalesRevenueNet,12773000000,high_value ($12.8B > $4.9B)
78003,SegmentReportingInformationDepreciationDepletionAndAmortizationExpense,8487000000,high_value ($8.5B > $4.9B)
78003,SegmentReportingSegmentAssets,195014000000,high_value ($195.0B > $4.9B)
78003,SellingGeneralAndAdministrativeExpense,14730000000,high_value ($14.7B > $4.9B)
78003,ShortTermInvestments,27730000000,high_value ($27.7B > $4.9B)
78003,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,-100000000,invalid_negative ($-100.0M)
78003,StockholdersEquity,88203000000,high_value ($88.2B > $4.9B)
78003,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,88497000000,high_value ($88.5B > $4.9B)
78003,StockholdersEquityNoteSpinoffTransaction,-2018000000,invalid_negative ($-2018.0M)
78003,StockholdersEquityOther,-23000000,invalid_negative ($-23.0M)
78003,StockIssued,23303000000,high_value ($23.3B > $4.9B)
78003,StockIssued1,23303000000,high_value ($23.3B > $4.9B)
78003,StockIssuedDuringPeriodValueAcquisitions,23633000000,high_value ($23.6B > $4.9B)
78003,StockRepurchaseProgramAuthorizedAmount,10000000000,high_value ($10.0B > $4.9B)
78003,StockRepurchaseProgramAuthorizedAmount1,6800000000,high_value ($6.8B > $4.9B)
78003,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,5500000000,high_value ($5.5B > $4.9B)
78003,TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiability,15200000000,high_value ($15.2B > $4.9B)
78003,TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncomeTaxExpenseBenefit,-100000000,invalid_negative ($-100.0M)
78003,TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability,15000000000,high_value ($15.0B > $4.9B)
78003,TreasuryStockValue,114755000000,high_value ($114.8B > $4.9B)
78003,UndistributedEarningsOfForeignSubsidiaries,58000000000,high_value ($58.0B > $4.9B)
78003,UnsecuredDebt,24000000000,high_value ($24.0B > $4.9B)
78003,DefinedBenefitPlanActuarialGainLossImmediateRecognitionAsComponentInNetPeriodicBenefitCostCredit,-579000000,invalid_negative ($-579.0M)
78003,RevenueRemainingPerformanceObligation,9000000000,high_value ($9.0B > $4.9B)
78003,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-15000000,invalid_negative ($-15.0M)
78003,DeferredTaxAssetsInProcessResearchAndDevelopment,7635000000,high_value ($7.6B > $4.9B)
78003,Revenues,63627000000,high_value ($63.6B > $4.9B)
78003,IncreaseDecreaseInOtherNoncurrentAssets,-1300000000,invalid_negative ($-1300.0M)
78003,RevenueFromCollaborativeArrangementExcludingRevenueFromContractWithCustomer,8388000000,high_value ($8.4B > $4.9B)
78003,HedgedLiabilityFairValueHedge,7154000000,high_value ($7.2B > $4.9B)
78003,HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,-384000000,invalid_negative ($-384.0M)
78003,ProceedsFromSaleOfEquityMethodInvestments,7040000000,high_value ($7.0B > $4.9B)
78003,TreasuryStockCommonValue,114763000000,high_value ($114.8B > $4.9B)
78003,GainLossOnSaleOfProperties,-420000000,invalid_negative ($-420.0M)
78003,OciEquityMethodInvestmentBeforeTax,-143000000,invalid_negative ($-143.0M)
78003,EntityPublicFloat,158000000000,high_value ($158.0B > $4.9B)
70858,AccruedLiabilitiesAndOtherLiabilities,210169000000,high_value ($210.2B > $4.9B)
70858,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-860000000,invalid_negative ($-860.0M)
70858,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-2504000000,invalid_negative ($-2504.0M)
70858,AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,-2943000000,invalid_negative ($-2943.0M)
70858,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-511000000,invalid_negative ($-511.0M)
70858,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-15285000000,invalid_negative ($-15285.0M)
70858,AllowanceForLoanAndLeaseLossesAdjustmentsNet,-111000000,invalid_negative ($-111.0M)
70858,AllowanceForLoanAndLeaseLossesProvisionForLossNet,-5665000000,invalid_negative ($-5665.0M)
70858,AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,-545000000,invalid_negative ($-545.0M)
70858,AllowanceForLoanAndLeaseLossesWriteOffs,5646000000,high_value ($5.6B > $4.9B)
70858,Assets,3261519000000,high_value ($3261.5B > $4.9B)
70858,AvailableForSaleDebtSecuritiesAmortizedCostBasis,231486000000,high_value ($231.5B > $4.9B)
70858,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,-1431000000,invalid_negative ($-1431.0M)
70858,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,-4901000000,invalid_negative ($-4901.0M)
70858,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,95528000000,high_value ($95.5B > $4.9B)
70858,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,-3470000000,invalid_negative ($-3470.0M)
70858,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,7114000000,high_value ($7.1B > $4.9B)
70858,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,88414000000,high_value ($88.4B > $4.9B)
70858,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,85469000000,high_value ($85.5B > $4.9B)
70858,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,123927000000,high_value ($123.9B > $4.9B)
70858,AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,104995000000,high_value ($105.0B > $4.9B)
70858,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,279860000000,high_value ($279.9B > $4.9B)
70858,AvailableForSaleSecuritiesDebtMaturitiesFairValue,330345000000,high_value ($330.3B > $4.9B)
70858,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,9876000000,high_value ($9.9B > $4.9B)
70858,AvailableForSaleSecuritiesDebtSecurities,226339000000,high_value ($226.3B > $4.9B)
70858,BeneficialInterest,27000000000,high_value ($27.0B > $4.9B)
70858,BrokerageCommissionsRevenue,14160000000,high_value ($14.2B > $4.9B)
70858,Capital,125100000000,high_value ($125.1B > $4.9B)
70858,CashAndCashEquivalentsAtCarryingValue,301006000000,high_value ($301.0B > $4.9B)
70858,CashAndCashEquivalentsPeriodIncreaseDecrease,19970000000,high_value ($20.0B > $4.9B)
70858,CashAndDueFromBanks,26003000000,high_value ($26.0B > $4.9B)
70858,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,290114000000,high_value ($290.1B > $4.9B)
70858,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-42959000000,invalid_negative ($-42959.0M)
70858,CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,-3400000000,invalid_negative ($-3400.0M)
70858,CashFlowHedgeLossReclassifiedToEarnings,-1100000000,invalid_negative ($-1100.0M)
70858,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorProceedsFromCollectionsReinvestedInRevolvingPeriodSecuritizations,5500000000,high_value ($5.5B > $4.9B)
70858,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,-511000000,invalid_negative ($-511.0M)
70858,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge,-1384000000,invalid_negative ($-1384.0M)
70858,CollateralAlreadyPostedAggregateFairValue,52200000000,high_value ($52.2B > $4.9B)
70858,CommonStockIncludingAdditionalPaidInCapitalNetOfDiscount,158157000000,high_value ($158.2B > $4.9B)
70858,CommonStocksIncludingAdditionalPaidInCapital,45336000000,high_value ($45.3B > $4.9B)
70858,CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount,153468000000,high_value ($153.5B > $4.9B)
70858,CommunicationsAndInformationTechnology,7231000000,high_value ($7.2B > $4.9B)
70858,ComprehensiveIncomeNetOfTax,29635000000,high_value ($29.6B > $4.9B)
70858,CreditDerivativeCurrentFairValue,112821000000,high_value ($112.8B > $4.9B)
70858,CumulativeEffectOfInitialAdoptionOfFIN48,-146000000,invalid_negative ($-146.0M)
70858,DebtConversionConvertedInstrumentAmount1,11000000000,high_value ($11.0B > $4.9B)
70858,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,103346000000,high_value ($103.3B > $4.9B)
70858,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months,107328000000,high_value ($107.3B > $4.9B)
70858,DebtSecuritiesAvailableForSaleRealizedGainLoss,-29000000,invalid_negative ($-29.0M)
70858,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,210674000000,high_value ($210.7B > $4.9B)
70858,DebtSecuritiesHeldToMaturityTransferAmount,64500000000,high_value ($64.5B > $4.9B)
70858,DebtSecuritiesTradingRestricted,170328000000,high_value ($170.3B > $4.9B)
70858,DeferredFederalIncomeTaxExpenseBenefit,-2271000000,invalid_negative ($-2271.0M)
70858,DeferredIncomeTaxExpenseBenefit,-1734000000,invalid_negative ($-1734.0M)
70858,DeferredIncomeTaxLiabilities,8887000000,high_value ($8.9B > $4.9B)
70858,DeferredTaxAssetsGross,25297000000,high_value ($25.3B > $4.9B)
70858,DeferredTaxAssetsLiabilitiesNet,14049000000,high_value ($14.0B > $4.9B)
70858,DeferredTaxAssetsNet,22936000000,high_value ($22.9B > $4.9B)
70858,DeferredTaxAssetsOperatingLossCarryforwards,9029000000,high_value ($9.0B > $4.9B)
70858,DeferredTaxLiabilities,11485000000,high_value ($11.5B > $4.9B)
70858,DeferredTaxLiabilitiesUndistributedForeignEarnings,4900000000,high_value ($4.9B > $4.9B)
70858,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,6147000000,high_value ($6.1B > $4.9B)
70858,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,-6111000000,invalid_negative ($-6111.0M)
70858,DefinedBenefitPlanAmortizationOfNetGainsLosses,-294000000,invalid_negative ($-294.0M)
70858,DefinedBenefitPlanFairValueOfPlanAssets,19280000000,high_value ($19.3B > $4.9B)
70858,DefinedBenefitPlanFutureAmortizationOfGainLoss,-176000000,invalid_negative ($-176.0M)
70858,DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,-58000000,invalid_negative ($-58.0M)
70858,DemandDepositAccounts,892900000000,high_value ($892.9B > $4.9B)
70858,Deposits,1965467000000,high_value ($1965.5B > $4.9B)
70858,DerivativeAssetCollateralObligationToReturnCashOffset,30100000000,high_value ($30.1B > $4.9B)
70858,DerivativeAssetDesignatedAsHedgingInstrumentFairValue,12300000000,high_value ($12.3B > $4.9B)
70858,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,308100000000,high_value ($308.1B > $4.9B)
70858,DerivativeAssetFairValueGrossLiability,237100000000,high_value ($237.1B > $4.9B)
70858,DerivativeAssets,40948000000,high_value ($40.9B > $4.9B)
70858,DerivativeCollateralObligationToReturnSecurities,18100000000,high_value ($18.1B > $4.9B)
70858,DerivativeCollateralRightToReclaimSecurities,14200000000,high_value ($14.2B > $4.9B)
70858,DerivativeFairValueOfDerivativeAsset,920300000000,high_value ($920.3B > $4.9B)
70858,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,37000000000,high_value ($37.0B > $4.9B)
70858,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,22800000000,high_value ($22.8B > $4.9B)
70858,DerivativeFairValueOfDerivativeLiability,906400000000,high_value ($906.4B > $4.9B)
70858,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,34600000000,high_value ($34.6B > $4.9B)
70858,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,25200000000,high_value ($25.2B > $4.9B)
70858,DerivativeLiabilities,39353000000,high_value ($39.4B > $4.9B)
70858,DerivativeLiabilityCollateralRightToReclaimCashOffset,29200000000,high_value ($29.2B > $4.9B)
70858,DerivativeLiabilityFairValueGrossAsset,237100000000,high_value ($237.1B > $4.9B)
70858,DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,305700000000,high_value ($305.7B > $4.9B)
70858,DividendsCommonStockCash,7822000000,high_value ($7.8B > $4.9B)
70858,EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount,-129000000,invalid_negative ($-129.0M)
70858,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-1200000000,invalid_negative ($-1200.0M)
70858,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-3830000000,invalid_negative ($-3830.0M)
70858,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,1902946000000,high_value ($1902.9B > $4.9B)
70858,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,307028000000,high_value ($307.0B > $4.9B)
70858,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,72175000000,high_value ($72.2B > $4.9B)
70858,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,11159000000,high_value ($11.2B > $4.9B)
70858,FairValueAssetsLevel1ToLevel2TransfersAmount,6200000000,high_value ($6.2B > $4.9B)
70858,FairValueAssetsLevel2ToLevel1TransfersAmount,5900000000,high_value ($5.9B > $4.9B)
70858,FairValueAssetsMeasuredOnRecurringBasisDerivativeFinancialInstrumentsAssets,65334000000,high_value ($65.3B > $4.9B)
70858,FairValueAssetsMeasuredOnRecurringBasisFederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResell,93800000000,high_value ($93.8B > $4.9B)
70858,FairValueAssetsMeasuredOnRecurringBasisServicingRights,15282000000,high_value ($15.3B > $4.9B)
70858,FairValueAssetsMeasuredOnRecurringBasisTradingAccountAssets,208761000000,high_value ($208.8B > $4.9B)
70858,FairValueLiabilitiesLevel1ToLevel2TransfersAmount,6300000000,high_value ($6.3B > $4.9B)
70858,FairValueLiabilitiesLevel2ToLevel1TransfersAmount,5800000000,high_value ($5.8B > $4.9B)
70858,FairValueLiabilitiesMeasuredOnRecurringBasisBorrowings,6421000000,high_value ($6.4B > $4.9B)
70858,FairValueLiabilitiesMeasuredOnRecurringBasisDerivativeFinancialInstrumentsLiabilities,53501000000,high_value ($53.5B > $4.9B)
70858,FairValueLiabilitiesMeasuredOnRecurringBasisFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,37308000000,high_value ($37.3B > $4.9B)
70858,FairValueLiabilitiesMeasuredOnRecurringBasisObligations,22549000000,high_value ($22.5B > $4.9B)
70858,FairValueLiabilitiesMeasuredOnRecurringBasisTradingLiabilities,88478000000,high_value ($88.5B > $4.9B)
70858,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,-104000000,invalid_negative ($-104.0M)
70858,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,-132000000,invalid_negative ($-132.0M)
70858,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,-696000000,invalid_negative ($-696.0M)
70858,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,-1004000000,invalid_negative ($-1004.0M)
70858,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,-1961000000,invalid_negative ($-1961.0M)
70858,FairValueOptionChangesInFairValueGainLoss,-1115000000,invalid_negative ($-1115.0M)
70858,FederalFundsPurchasedAndSecuritiesLoanedOrSoldUnderAgreementsToRepurchaseFairValueDisclosure,192859000000,high_value ($192.9B > $4.9B)
70858,FederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,331758000000,high_value ($331.8B > $4.9B)
70858,FederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResellFairValueDisclosure,144501000000,high_value ($144.5B > $4.9B)
70858,FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,274709000000,high_value ($274.7B > $4.9B)
70858,FinancialAssetsSoldUnderAgreementsToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,716229000000,high_value ($716.2B > $4.9B)
70858,FinancingReceivableAcquiredWithDeterioratedCreditQuality,19539000000,high_value ($19.5B > $4.9B)
70858,FinancingReceivableAllowanceForCreditLosses,12302000000,high_value ($12.3B > $4.9B)
70858,FinancingReceivableAllowanceForCreditLossesAcquiredWithDeterioratedCreditQuality,23404000000,high_value ($23.4B > $4.9B)
70858,FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,8769000000,high_value ($8.8B > $4.9B)
70858,FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,-85000000,invalid_negative ($-85.0M)
70858,FinancingReceivableCollectivelyEvaluatedForImpairment,965666000000,high_value ($965.7B > $4.9B)
70858,FinancingReceivableIndividuallyEvaluatedForImpairment,9425000000,high_value ($9.4B > $4.9B)
70858,FinancingReceivableRecordedInvestment1To29DaysPastDue,844671000000,high_value ($844.7B > $4.9B)
70858,FinancingReceivableRecordedInvestment30To59DaysPastDue,5423000000,high_value ($5.4B > $4.9B)
70858,FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,17061000000,high_value ($17.1B > $4.9B)
70858,FiniteLivedIntangibleAssetsAccumulatedAmortization,7980000000,high_value ($8.0B > $4.9B)
70858,FiniteLivedIntangibleAssetsGross,9754000000,high_value ($9.8B > $4.9B)
70858,GainLossOnFairValueHedgeIneffectivenessNet,-480000000,invalid_negative ($-480.0M)
70858,GainLossOnSaleOfEquityInvestments,7300000000,high_value ($7.3B > $4.9B)
70858,GainOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,-38000000,invalid_negative ($-38.0M)
70858,GainsLossesOnExtinguishmentOfDebt,-729000000,invalid_negative ($-729.0M)
70858,GoodFaithAndMarginDepositsWithBrokerDealers,21500000000,high_value ($21.5B > $4.9B)
70858,Goodwill,69021000000,high_value ($69.0B > $4.9B)
70858,GuaranteeObligationsMaximumExposure,253000000000,high_value ($253.0B > $4.9B)
70858,HedgedAssetFairValueHedge,102474000000,high_value ($102.5B > $4.9B)
70858,HedgedAssetFairValueHedgeLastOfLayerAmount,9200000000,high_value ($9.2B > $4.9B)
70858,HedgedAssetFairValueHedgeLastOfLayerCumulativeIncreaseDecrease,-435000000,invalid_negative ($-435.0M)
70858,HedgedLiabilityFairValueHedge,188202000000,high_value ($188.2B > $4.9B)
70858,HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,-7263000000,invalid_negative ($-7263.0M)
70858,HeldToMaturitySecurities,643743000000,high_value ($643.7B > $4.9B)
70858,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,108166000000,high_value ($108.2B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,58669000000,high_value ($58.7B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsNetCarryingAmount,59495000000,high_value ($59.5B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesFairValue,49774000000,high_value ($49.8B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount,49577000000,high_value ($49.6B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesRollingAfterTenYearsFairValue,425613000000,high_value ($425.6B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,96781000000,high_value ($96.8B > $4.9B)
70858,HeldToMaturitySecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,5122000000,high_value ($5.1B > $4.9B)
70858,HeldToMaturitySecuritiesFairValue,450548000000,high_value ($450.5B > $4.9B)
70858,HeldToMaturitySecuritiesPledgedAsCollateral,6007000000,high_value ($6.0B > $4.9B)
70858,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,29254000000,high_value ($29.3B > $4.9B)
70858,IncomeTaxExaminationPenaltiesAndInterestExpense,-9000000,invalid_negative ($-9.0M)
70858,IncomeTaxReconciliationDeductions,-1133000000,invalid_negative ($-1133.0M)
70858,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-307000000,invalid_negative ($-307.0M)
70858,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,6143000000,high_value ($6.1B > $4.9B)
70858,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,-236000000,invalid_negative ($-236.0M)
70858,IncomeTaxReconciliationOtherAdjustments,-84000000,invalid_negative ($-84.0M)
70858,IncomeTaxReconciliationRepatriationOfForeignEarnings,-1700000000,invalid_negative ($-1700.0M)
70858,IncomeTaxReconciliationTaxCredits,5100000000,high_value ($5.1B > $4.9B)
70858,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,15374000000,high_value ($15.4B > $4.9B)
70858,IncreaseDecreaseInDeposits,41640000000,high_value ($41.6B > $4.9B)
70858,IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,47871000000,high_value ($47.9B > $4.9B)
70858,IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,-12874000000,invalid_negative ($-12874.0M)
70858,IncreaseDecreaseInOtherOperatingCapitalNet,-7522000000,invalid_negative ($-7522.0M)
